regime,shift_family,battery_state,battery_pct,policy,episode_idx,mission_return,distance_m,cost_of_transport,falls_per_100m,adapt_calls,compute_wh
"Terrain shift, 25% battery",terrain,low,25,Static,133,0.1147422744898513,29.3275903848121,0.9254832857645346,54.55613567313709,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,134,0.12267176794698388,32.136801611938246,0.8094998990742218,46.6754600570698,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,135,0.1053989820973221,26.72760243384556,0.969108650964228,56.12175666383483,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,136,0.162609647422682,44.956956371014165,0.5682911349066263,24.467848555451162,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,137,0.14989605944036175,39.81075632552475,0.6639731118110739,30.14260744477787,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,138,0.13040525954818105,33.94841567746318,0.7750865386962216,38.2933923147115,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,139,0.13105759013727317,34.25403366911787,0.7537725488954244,37.95173475210397,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,140,0.10582805432849061,26.926551259461867,0.966313160773924,55.70709689280787,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,141,0.13928226124584922,36.52373594978357,0.7370791746999664,38.33123757999066,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,142,0.14399190117108376,37.88479689796368,0.7100998459636356,34.3145564037556,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,143,0.12454023986292226,33.0121838858356,0.8193518303732165,45.43776943650186,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,144,0.10463733620412943,26.374448477520993,0.9968708250775062,56.87322717964903,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,145,0.09488092307692307,23.74899999999999,1.1161267395709573,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,146,0.10680329243361686,27.378741966799772,0.9529224878190607,54.787031552397174,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,147,0.12412616013597298,31.912416870362676,0.8188326655756892,43.87007119163674,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,148,0.13809200843466146,35.73813070155866,0.7290668861373749,30.779449803512673,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,149,0.14162833541594366,37.63321554698693,0.7071934743998727,37.201179321284165,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,150,0.08781169230769231,22.351999999999993,1.1491487496072421,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,151,0.13098621957985793,34.22059644145255,0.7580801546619585,37.988817705855844,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,152,0.14297701593144005,38.27101870520026,0.6912167277552795,36.58120550132543,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,153,0.11097497463175436,28.36387056415531,0.9170939709784566,49.358566801853996,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,154,0.09291826983837666,23.695707524475242,1.094576277183925,63.30260442532275,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,155,0.12519239733022589,32.41195081125698,0.8129924947249481,43.193944361836024,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,156,0.12413149373183066,31.91491566910303,0.8169162314434734,43.866636356346255,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,157,0.13359967790358376,34.70256130008924,0.7765538416170243,43.22447519158024,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,158,0.10762488213157358,27.75969019339978,0.9536168659931531,54.035185174964376,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,159,0.1254119542821226,32.51481361704061,0.8147449811963888,43.057297405705484,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,160,0.10120291324282737,25.7311664241465,1.0232366638219366,62.18140186985603,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,161,0.13612306400461938,36.62721680049941,0.6982346766137131,35.49273227831699,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,162,0.1423944471773399,37.99551669640558,0.6808917619031487,36.84645246928414,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,163,0.1204158599365628,31.079904868122917,0.843776215024275,48.26269598844474,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,164,0.11197914807016883,28.829477778454848,0.8853514672326107,48.56140686135712,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,165,0.1316601130265881,34.5363166686238,0.771767127188281,37.64153579183065,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,166,0.11887296949449405,30.35705806907198,0.8699544121558249,49.411902714255845,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,167,0.14593752462012738,38.80489974384574,0.6726636709428778,33.50092407354237,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,168,0.10736458898023403,27.638999519398478,0.9308438575101851,54.27113955218323,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,169,0.1469789264976534,39.297388067673076,0.6702744505803735,33.08107902136655,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,170,0.10682408850482364,27.38838452496009,0.9348111974924048,54.76774282298367,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,171,0.10793572551513314,27.90381960009981,0.9312491884645672,53.75608147906155,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,172,0.14803288168244952,38.92964278925343,0.6703065361297854,30.824839737066927,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,173,0.1474125176125642,39.502437209620176,0.675308698453316,32.90936184776483,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,174,0.1447814984986831,38.25820458308494,0.6889014450239758,33.97963950913598,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,175,0.1254069297013394,32.51245959238877,0.8149307449344714,43.06041491637079,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,176,0.11822480335992655,30.053391131452532,0.8952482674242761,49.91117286695035,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,177,0.12453514757942001,32.10402818396398,0.8430662187513546,43.608234828902326,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,178,0.10639854121846459,27.191070117931766,0.9537425653311329,55.16516979634395,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,179,0.14657856270162567,39.10805242397782,0.6733232019345615,33.24123599678279,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,180,0.1445241529306699,38.13650354703889,0.6989176922278081,34.08807517963818,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,181,0.14784976734927913,39.70921654675779,0.6467799591260266,32.73799165665341,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,182,0.1273313783423813,33.41406705730369,0.7803068022944818,41.898521290421186,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,183,0.12430528908858546,31.99633908964848,0.8211971752894459,43.755005723543256,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,184,0.1499057813527701,39.81535390543095,0.6572969147880654,30.139126801440177,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,185,0.14420989034497722,38.85405611517203,0.6596391077511405,36.03227410415247,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,186,0.13755230838183302,36.3910502662901,0.7159256049215356,32.97514062438557,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,187,0.11038784939679408,28.091636969203382,0.9209062733849119,49.83689635227765,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,188,0.14536413603459963,38.23936490535112,0.6799709931902318,26.151061935133306,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,189,0.17010001471456368,46.76687815204046,0.549996640426438,19.244389096789273,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,190,0.10104395643577659,25.65746258644917,1.020024673717047,62.3600246754342,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,191,0.10010168333854437,25.220556833789146,1.0736122389161051,63.440312224050736,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,192,0.13109868080511297,34.27328471696222,0.7581715636850551,37.93041754637004,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,193,0.10197233746267041,26.087926973580423,1.0157290208838874,61.33105177810182,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,194,0.11733995266368877,29.638837073708892,0.906616337581928,50.609273105744556,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,195,0.13032982287554093,33.913073467892005,0.758635839695113,38.33329943482726,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,196,0.13637739231885582,35.84060009036065,0.7143079779749534,33.48158225516823,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,197,0.12149551242810509,31.585723898638346,0.8583280374877629,47.48980915598597,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,198,0.1417232231658584,37.678088818214626,0.6964388405279233,37.15687403240053,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,199,0.09488092307692307,23.74899999999999,1.1031116146965716,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,200,0.1525891915024467,41.08436272448066,0.6290998866218834,29.208193103722262,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,201,0.09900345981263114,24.7113412172259,1.0769879689650474,64.74759851904211,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,202,0.09882417234359836,24.62821061864427,1.0985993279234347,64.9661489734359,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,203,0.14702592344237692,39.31961334595552,0.6559355659647292,33.062380053483416,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,204,0.08781169230769231,22.351999999999993,1.1678272896321575,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,205,0.11906304776701233,30.446110063376086,0.877071200428802,49.267377569010506,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,206,0.11510861455610553,29.49922132958671,0.9019299369853515,54.23871979953771,0,0.0
